Volatility 3 Framework 2.26.2

PID	Process	Offset	Start VPN	End VPN	Tag	Protection	CommitCharge	PrivateMemory	Parent	File	File output
3692	powershell.exe	0xffffc90c0f03cc50	0x7fff4e710000	0x7fff4e71ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03cca0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d060	0x7fff4e730000	0x7fff4e73ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03cca0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d150	0x7fff4e780000	0x7fff4e7fffff	VadS	PAGE_NOACCESS	94	1	0xffffc90c0f03cac0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cb10	0x7fff4e760000	0x7fff4e76ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d150	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cb60	0x7fff4e750000	0x7fff4e75ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03cb10	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d0b0	0x7fff4e770000	0x7fff4e77ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03cb10	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cbb0	0x7fff4e810000	0x7fff4e81ffff	VadS	PAGE_NOACCESS	2	1	0xffffc90c0f03d150	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cf70	0x7fff4e800000	0x7fff4e80ffff	VadS	PAGE_NOACCESS	4	1	0xffffc90c0f03cbb0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ccf0	0x7fff4e820000	0x7fff4e82ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03cbb0	N/A	Disabled
3692	powershell.exe	0xffffc90c0c31f2c0	0x7fffad710000	0x7fffae244fff	Vad 	PAGE_EXECUTE_WRITECOPY	38	0	0xffffc90c081181b0	\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll	Disabled
3692	powershell.exe	0xffffc90c0f03e280	0x7fff4eb40000	0x7fff4eb4ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0c31f2c0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d970	0x7fff4e960000	0x7fff4e9dffff	VadS	PAGE_NOACCESS	98	1	0xffffc90c0f03e280	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ca70	0x7fff4e8e0000	0x7fff4e8effff	VadS	PAGE_NOACCESS	9	1	0xffffc90c0f03d970	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cfc0	0x7fff4e8a0000	0x7fff4e8affff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ca70	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c980	0x7fff4e880000	0x7fff4e88ffff	VadS	PAGE_NOACCESS	1	1	0xffffc90c0f03cfc0	N/A	Disabled
3692	powershell.exe	0xffffc90c0e759890	0x7fff4e870000	0x7fff4e87ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c980	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ce80	0x7fff4e890000	0x7fff4e89ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c980	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d010	0x7fff4e8c0000	0x7fff4e8cffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03cfc0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d100	0x7fff4e8b0000	0x7fff4e8bffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d010	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d240	0x7fff4e8d0000	0x7fff4e8dffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d010	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d560	0x7fff4e920000	0x7fff4e92ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ca70	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ddd0	0x7fff4e900000	0x7fff4e90ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d560	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d380	0x7fff4e8f0000	0x7fff4e8fffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ddd0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d3d0	0x7fff4e910000	0x7fff4e91ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ddd0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d830	0x7fff4e940000	0x7fff4e94ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d560	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d5b0	0x7fff4e930000	0x7fff4e93ffff	VadS	PAGE_NOACCESS	4	1	0xffffc90c0f03d830	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d330	0x7fff4e950000	0x7fff4e95ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d830	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03da60	0x7fff4ea50000	0x7fff4ea5ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d970	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d4c0	0x7fff4ea10000	0x7fff4ea1ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03da60	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c160	0x7fff4e9f0000	0x7fff4e9fffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d4c0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d6a0	0x7fff4e9e0000	0x7fff4e9effff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c160	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d6f0	0x7fff4ea00000	0x7fff4ea0ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c160	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03dba0	0x7fff4ea30000	0x7fff4ea3ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d4c0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d420	0x7fff4ea20000	0x7fff4ea2ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03dba0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03dd30	0x7fff4ea40000	0x7fff4ea4ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03dba0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03df60	0x7fff4ea90000	0x7fff4ea9ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03da60	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03dbf0	0x7fff4ea70000	0x7fff4ea7ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03df60	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03db50	0x7fff4ea60000	0x7fff4ea6ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03dbf0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d880	0x7fff4ea80000	0x7fff4ea8ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03dbf0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d510	0x7fff4eb20000	0x7fff4eb2ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03df60	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f090	0x7fff4eaa0000	0x7fff4eb1ffff	VadS	PAGE_NOACCESS	100	1	0xffffc90c0f03d510	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03dd80	0x7fff4eb30000	0x7fff4eb3ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03d510	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03fa40	0x7fff4edb0000	0x7fff4edbffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03e280	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03e820	0x7fff4ecb0000	0x7fff4ecbffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03fa40	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ecd0	0x7fff4ebc0000	0x7fff4ebcffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03e820	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f040	0x7fff4eb80000	0x7fff4eb8ffff	VadS	PAGE_NOACCESS	1	1	0xffffc90c0f03ecd0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03dec0	0x7fff4eb60000	0x7fff4eb6ffff	VadS	PAGE_NOACCESS	6	1	0xffffc90c0f03f040	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03e5a0	0x7fff4eb50000	0x7fff4eb5ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03dec0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03efa0	0x7fff4eb70000	0x7fff4eb7ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03dec0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ef50	0x7fff4eba0000	0x7fff4ebaffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f040	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ee60	0x7fff4eb90000	0x7fff4eb9ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ef50	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f0e0	0x7fff4ebb0000	0x7fff4ebbffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ef50	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ea50	0x7fff4ec00000	0x7fff4ec0ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ecd0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f130	0x7fff4ebe0000	0x7fff4ebeffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ea50	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f180	0x7fff4ebd0000	0x7fff4ebdffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f130	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ec30	0x7fff4ebf0000	0x7fff4ebfffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f130	N/A	Disabled
3692	powershell.exe	0xffffc90c0f042830	0x7fff4ec20000	0x7fff4ec2ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ea50	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03e910	0x7fff4ec10000	0x7fff4ec1ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f042830	N/A	Disabled
3692	powershell.exe	0xffffc90c0f047920	0x7fff4ec30000	0x7fff4ecaffff	VadS	PAGE_NOACCESS	114	1	0xffffc90c0f042830	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f900	0x7fff4ed30000	0x7fff4ed3ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03e820	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ec80	0x7fff4ecf0000	0x7fff4ecfffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f900	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ed70	0x7fff4ecd0000	0x7fff4ecdffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ec80	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03e8c0	0x7fff4ecc0000	0x7fff4eccffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ed70	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f450	0x7fff4ece0000	0x7fff4eceffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ed70	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f7c0	0x7fff4ed10000	0x7fff4ed1ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ec80	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f770	0x7fff4ed00000	0x7fff4ed0ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f7c0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f310	0x7fff4ed20000	0x7fff4ed2ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f7c0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f4a0	0x7fff4ed70000	0x7fff4ed7ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f900	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f3b0	0x7fff4ed50000	0x7fff4ed5ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f4a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f540	0x7fff4ed40000	0x7fff4ed4ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f3b0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f360	0x7fff4ed60000	0x7fff4ed6ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f3b0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f9f0	0x7fff4ed90000	0x7fff4ed9ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f4a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f810	0x7fff4ed80000	0x7fff4ed8ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f9f0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f2c0	0x7fff4eda0000	0x7fff4edaffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f9f0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f041e80	0x7fff4f0a0000	0x7fff4f0affff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03fa40	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03fe00	0x7fff4ee30000	0x7fff4ee3ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f041e80	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f4f0	0x7fff4edf0000	0x7fff4edfffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03fe00	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f220	0x7fff4edd0000	0x7fff4eddffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f4f0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03fbd0	0x7fff4edc0000	0x7fff4edcffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f220	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f5e0	0x7fff4ede0000	0x7fff4edeffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f220	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03f720	0x7fff4ee10000	0x7fff4ee1ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f4f0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f0402b0	0x7fff4ee00000	0x7fff4ee0ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f720	N/A	Disabled
3692	powershell.exe	0xffffc90c0f040350	0x7fff4ee20000	0x7fff4ee2ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03f720	N/A	Disabled
3692	powershell.exe	0xffffc90c0f040ad0	0x7fff4f060000	0x7fff4f06ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03fe00	N/A	Disabled
3692	powershell.exe	0xffffc90c0f040760	0x7fff4f040000	0x7fff4f04ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f040ad0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f040210	0x7fff4ee40000	0x7fff4f03ffff	VadS	PAGE_NOACCESS	114	1	0xffffc90c0f040760	N/A	Disabled
3692	powershell.exe	0xffffc90c0f040d50	0x7fff4f050000	0x7fff4f05ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f040760	N/A	Disabled
3692	powershell.exe	0xffffc90c0f041890	0x7fff4f080000	0x7fff4f08ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f040ad0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f041480	0x7fff4f070000	0x7fff4f07ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f041890	N/A	Disabled
3692	powershell.exe	0xffffc90c0f041ca0	0x7fff4f090000	0x7fff4f09ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f041890	N/A	Disabled
3692	powershell.exe	0xffffc90c0f043f50	0x7fff4f0e0000	0x7fff4f0effff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f041e80	N/A	Disabled
3692	powershell.exe	0xffffc90c03ffb740	0x7fff4f0c0000	0x7fff4f0cffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f043f50	N/A	Disabled
3692	powershell.exe	0xffffc90c0f0424c0	0x7fff4f0b0000	0x7fff4f0bffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c03ffb740	N/A	Disabled
3692	powershell.exe	0xffffc90c0f043320	0x7fff4f0d0000	0x7fff4f0dffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c03ffb740	N/A	Disabled
3692	powershell.exe	0xffffc90c0f044220	0x7fff4f120000	0x7fff4f12ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f043f50	N/A	Disabled
3692	powershell.exe	0xffffc90c0f043fa0	0x7fff4f100000	0x7fff4f10ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f044220	N/A	Disabled
3692	powershell.exe	0xffffc90c0f043be0	0x7fff4f0f0000	0x7fff4f0fffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f043fa0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f043960	0x7fff4f110000	0x7fff4f11ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f043fa0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f044bd0	0x7fff4f140000	0x7fff4f14ffff	VadS	PAGE_NOACCESS	13	1	0xffffc90c0f044220	N/A	Disabled
3692	powershell.exe	0xffffc90c0f0449a0	0x7fff4f130000	0x7fff4f13ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f044bd0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f044ea0	0x7fff4f150000	0x7fff4f15ffff	VadS	PAGE_NOACCESS	9	1	0xffffc90c0f044bd0	N/A	Disabled
3692	powershell.exe	0xffffc90c0c30b2c0	0x7fffeb4a0000	0x7fffeb76dfff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0c31f2c0	\Windows\System32\KernelBase.dll	Disabled
3692	powershell.exe	0xffffc90c0c31a220	0x7fffdf340000	0x7fffdf35cfff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0c30b2c0	\Windows\System32\atl.dll	Disabled
3692	powershell.exe	0xffffc90c0c31f040	0x7fffdac40000	0x7fffdace9fff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0xffffc90c0c31a220	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll	Disabled
3692	powershell.exe	0xffffc90c0cd7a5a0	0x7fffda0e0000	0x7fffda123fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c31f040	\Program Files\Windows Defender\MpOAV.dll	Disabled
3692	powershell.exe	0xffffc90c0cd89c80	0x7fffd28a0000	0x7fffd2abcfff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0cd7a5a0	\Windows\System32\OpcServices.dll	Disabled
3692	powershell.exe	0xffffc90c0cd89960	0x7fffafa30000	0x7fffafd9bfff	Vad 	PAGE_EXECUTE_WRITECOPY	16	0	0xffffc90c0cd89c80	\Windows\Microsoft.NET\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll	Disabled
3692	powershell.exe	0xffffc90c0c3209e0	0x7fffdaa30000	0x7fffdab7efff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0cd7a5a0	\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll	Disabled
3692	powershell.exe	0xffffc90c0cd891e0	0x7fffda9e0000	0x7fffdaa27fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c3209e0	\Windows\System32\AppxSip.dll	Disabled
3692	powershell.exe	0xffffc90c0c31fc20	0x7fffdab80000	0x7fffdac3cfff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c3209e0	\Windows\System32\ucrtbase_clr0400.dll	Disabled
3692	powershell.exe	0xffffc90c0cd788e0	0x7fffdb670000	0x7fffdb68ffff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0c31f040	\Windows\System32\amsi.dll	Disabled
3692	powershell.exe	0xffffc90c0cd88f60	0x7fffdaf20000	0x7fffdaf3dfff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0cd788e0	\Windows\System32\wshext.dll	Disabled
3692	powershell.exe	0xffffc90c0c31af40	0x7fffdacf0000	0x7fffdad54fff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0cd88f60	\Windows\System32\mscoree.dll	Disabled
3692	powershell.exe	0xffffc90c0cd88b00	0x7fffdaf40000	0x7fffdaf54fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0cd88f60	\Windows\System32\msisip.dll	Disabled
3692	powershell.exe	0xffffc90c0cd8b6c0	0x7fffde6b0000	0x7fffde6fefff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0cd788e0	\Windows\Microsoft.NET\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll	Disabled
3692	powershell.exe	0xffffc90c0cd8d9c0	0x7fffdcb50000	0x7fffdcb5bfff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0cd8b6c0	\Windows\System32\secur32.dll	Disabled
3692	powershell.exe	0xffffc90c0846ceb0	0x7fffdc770000	0x7fffdc858fff	Vad 	PAGE_EXECUTE_WRITECOPY	12	0	0xffffc90c0cd8d9c0	\Program Files\Windows Defender\MpClient.dll	Disabled
3692	powershell.exe	0xffffc90c0c31f220	0x7fffdf320000	0x7fffdf335fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0cd8b6c0	\Windows\System32\vcruntime140_clr0400.dll	Disabled
3692	powershell.exe	0xffffc90c0c3218e0	0x7fffeabf0000	0x7fffeabfbfff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0c31a220	\Windows\System32\cryptbase.dll	Disabled
3692	powershell.exe	0xffffc90c0cd794c0	0x7fffe9400000	0x7fffe9b94fff	Vad 	PAGE_EXECUTE_WRITECOPY	14	0	0xffffc90c0c3218e0	\Windows\System32\windows.storage.dll	Disabled
3692	powershell.exe	0xffffc90c0c31ee60	0x7fffe43f0000	0x7fffe43f9fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0cd794c0	\Windows\System32\version.dll	Disabled
3692	powershell.exe	0xffffc90c0cd89be0	0x7fffe3490000	0x7fffe349bfff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0c31ee60	\Windows\System32\WindowsPowerShell\v1.0\pwrshsip.dll	Disabled
3692	powershell.exe	0xffffc90c0c31fae0	0x7fffe9200000	0x7fffe9211fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0c31ee60	\Windows\System32\kernel.appcore.dll	Disabled
3692	powershell.exe	0xffffc90c0c32cba0	0x7fffe8d20000	0x7fffe8dbdfff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0c31fae0	\Windows\System32\uxtheme.dll	Disabled
3692	powershell.exe	0xffffc90c0c322920	0x7fffea360000	0x7fffea393fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0cd794c0	\Windows\System32\rsaenh.dll	Disabled
3692	powershell.exe	0xffffc90c0cd79c40	0x7fffe9bb0000	0x7fffe9bd2fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c322920	\Windows\System32\gpapi.dll	Disabled
3692	powershell.exe	0xffffc90c0c322420	0x7fffeabd0000	0x7fffeabe7fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0c322920	\Windows\System32\cryptsp.dll	Disabled
3692	powershell.exe	0xffffc90c0c319820	0x7fffeb340000	0x7fffeb43ffff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c3218e0	\Windows\System32\ucrtbase.dll	Disabled
3692	powershell.exe	0xffffc90c0cd78840	0x7fffeae10000	0x7fffeae21fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0c319820	\Windows\System32\msasn1.dll	Disabled
3692	powershell.exe	0xffffc90c0cd791a0	0x7fffeac80000	0x7fffeacaffff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0cd78840	\Windows\System32\wldp.dll	Disabled
3692	powershell.exe	0xffffc90c0cd8cf20	0x7fffeb1e0000	0x7fffeb211fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0xffffc90c0cd78840	\Windows\System32\sspicli.dll	Disabled
3692	powershell.exe	0xffffc90c0cd78b60	0x7fffeb1b0000	0x7fffeb1ddfff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0cd8cf20	\Windows\System32\userenv.dll	Disabled
3692	powershell.exe	0xffffc90c0cd7a140	0x7fffeb230000	0x7fffeb24efff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0cd8cf20	\Windows\System32\profapi.dll	Disabled
3692	powershell.exe	0xffffc90c0c318b00	0x7fffeb470000	0x7fffeb491fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0c319820	\Windows\System32\win32u.dll	Disabled
3692	powershell.exe	0xffffc90c0c321d40	0x7fffeb440000	0x7fffeb466fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0xffffc90c0c318b00	\Windows\System32\bcrypt.dll	Disabled
3692	powershell.exe	0xffffc90c0c319dc0	0x7fffec530000	0x7fffec5fcfff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0xffffc90c0c30b2c0	\Windows\System32\oleaut32.dll	Disabled
3692	powershell.exe	0xffffc90c0c30bea0	0x7fffec050000	0x7fffec10cfff	Vad 	PAGE_EXECUTE_WRITECOPY	7	0	0xffffc90c0c319dc0	\Windows\System32\kernel32.dll	Disabled
3692	powershell.exe	0xffffc90c0c31a900	0x7fffeba70000	0x7fffebb7afff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0c30bea0	\Windows\System32\gdi32full.dll	Disabled
3692	powershell.exe	0xffffc90c0c318f60	0x7fffeb960000	0x7fffeb9fcfff	Vad 	PAGE_EXECUTE_WRITECOPY	7	0	0xffffc90c0c31a900	\Windows\System32\msvcp_win.dll	Disabled
3692	powershell.exe	0xffffc90c0c322560	0x7fffeb770000	0x7fffeb7f1fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c0c318f60	\Windows\System32\bcryptprimitives.dll	Disabled
3692	powershell.exe	0xffffc90c0cd787a0	0x7fffeb800000	0x7fffeb955fff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0c322560	\Windows\System32\crypt32.dll	Disabled
3692	powershell.exe	0xffffc90c0cd78660	0x7fffeba00000	0x7fffeba68fff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0xffffc90c0c318f60	\Windows\System32\wintrust.dll	Disabled
3692	powershell.exe	0xffffc90c0c319b40	0x7fffebc40000	0x7fffebf93fff	Vad 	PAGE_EXECUTE_WRITECOPY	9	0	0xffffc90c0c31a900	\Windows\System32\combase.dll	Disabled
