Volatility 3 Framework 2.26.2

Plugin	Description	Created Date	Modified Date	Accessed Date	Changed Date
DllList	DLL Load: Process 588 winlogon.exe Loaded - (-) Size 2064384 Offset 140737181974528	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 774144 Offset 140737153138688	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2940928 Offset 140737140883456	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140737176010752	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 638976 Offset 140737170243584	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1200128 Offset 140737173848064	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded combase.dll (C:\Windows\System32\combase.dll) Size 3489792 Offset 140737148878848	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1048576 Offset 140737139441664	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded advapi32.dll (C:\Windows\System32\advapi32.dll) Size 712704 Offset 140737157332992	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded powrprof.dll (C:\Windows\SYSTEM32\powrprof.dll) Size 307200 Offset 140737137475584	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded UMPDC.dll (C:\Windows\system32\UMPDC.dll) Size 73728 Offset 140737137344512	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded profapi.dll (C:\Windows\system32\profapi.dll) Size 126976 Offset 140737138327552	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded user32.dll (C:\Windows\System32\user32.dll) Size 1703936 Offset 140737170898944	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded win32u.dll (C:\Windows\System32\win32u.dll) Size 139264 Offset 140737140686848	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded GDI32.dll (C:\Windows\System32\GDI32.dll) Size 172032 Offset 140737157136384	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded gdi32full.dll (C:\Windows\System32\gdi32full.dll) Size 1093632 Offset 140737146978304	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded msvcp_win.dll (C:\Windows\System32\msvcp_win.dll) Size 643072 Offset 140737145864192	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded IMM32.DLL (C:\Windows\System32\IMM32.DLL) Size 196608 Offset 140737158053888	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded winsta.dll (C:\Windows\SYSTEM32\winsta.dll) Size 368640 Offset 140737136230400	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded SspiCli.dll (C:\Windows\system32\SspiCli.dll) Size 204800 Offset 140737137999872	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded USERENV.dll (C:\Windows\system32\USERENV.dll) Size 188416 Offset 140737137803264	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded profext.dll (C:\Windows\SYSTEM32\profext.dll) Size 167936 Offset 140737119453184	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded ntmarta.dll (C:\Windows\SYSTEM32\ntmarta.dll) Size 208896 Offset 140737119191040	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded Bcrypt.dll (C:\Windows\System32\Bcrypt.dll) Size 159744 Offset 140737140490240	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded bcryptprimitives.dll (C:\Windows\System32\bcryptprimitives.dll) Size 532480 Offset 140737143832576	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded firewallapi.dll (C:\Windows\SYSTEM32\firewallapi.dll) Size 659456 Offset 140737118470144	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded DNSAPI.dll (C:\Windows\system32\DNSAPI.dll) Size 827392 Offset 140737126662144	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded IPHLPAPI.DLL (C:\Windows\SYSTEM32\IPHLPAPI.DLL) Size 241664 Offset 140737126400000	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded NSI.dll (C:\Windows\System32\NSI.dll) Size 32768 Offset 140737156087808	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded fwbase.dll (C:\Windows\system32\fwbase.dll) Size 237568 Offset 140737118208000	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded uxinit.dll (C:\Windows\SYSTEM32\uxinit.dll) Size 139264 Offset 140737100120064	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded shcore.dll (C:\Windows\System32\shcore.dll) Size 708608 Offset 140737159168000	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded dwmapi.dll (C:\Windows\system32\dwmapi.dll) Size 192512 Offset 140737103462400	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded UxTheme.dll (C:\Windows\system32\UxTheme.dll) Size 647168 Offset 140737099464704	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1400832 Offset 140737144422400	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded DPAPI.dll (C:\Windows\system32\DPAPI.dll) Size 40960 Offset 140737136164864	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded CRYPTBASE.dll (C:\Windows\system32\CRYPTBASE.dll) Size 49152 Offset 140737131773952	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded dwminit.dll (C:\Windows\SYSTEM32\dwminit.dll) Size 81920 Offset 140737099202560	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 588 winlogon.exe Loaded apphelp.dll (C:\Windows\system32\apphelp.dll) Size 589824 Offset 140737098416128	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded services.exe (C:\Windows\system32\services.exe) Size 720896 Offset 140694900178944	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2064384 Offset 140737181974528	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded KERNEL32.DLL (C:\Windows\SYSTEM32\KERNEL32.DLL) Size 774144 Offset 140737153138688	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded KERNELBASE.dll (C:\Windows\SYSTEM32\KERNELBASE.dll) Size 2940928 Offset 140737140883456	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded RPCRT4.dll (C:\Windows\SYSTEM32\RPCRT4.dll) Size 1200128 Offset 140737173848064	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded DPAPI.dll (C:\Windows\SYSTEM32\DPAPI.dll) Size 40960 Offset 140737136164864	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded cfgmgr32.dll (C:\Windows\SYSTEM32\cfgmgr32.dll) Size 319488 Offset 140737139113984	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded EventAggregation.dll (C:\Windows\SYSTEM32\EventAggregation.dll) Size 102400 Offset 140737136033792	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded ucrtbase.dll (C:\Windows\SYSTEM32\ucrtbase.dll) Size 1048576 Offset 140737139441664	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded sechost.dll (C:\Windows\SYSTEM32\sechost.dll) Size 638976 Offset 140737170243584	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded DEVOBJ.dll (C:\Windows\SYSTEM32\DEVOBJ.dll) Size 180224 Offset 140737135837184	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded scesrv.dll (C:\Windows\SYSTEM32\scesrv.dll) Size 602112 Offset 140737120698368	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded msvcrt.dll (C:\Windows\system32\msvcrt.dll) Size 647168 Offset 140737176010752	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded sspicli.dll (C:\Windows\system32\sspicli.dll) Size 204800 Offset 140737137999872	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded AUTHZ.dll (C:\Windows\system32\AUTHZ.dll) Size 319488 Offset 140737119911936	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded WUDFPlatform.dll (C:\Windows\SYSTEM32\WUDFPlatform.dll) Size 204800 Offset 140737119649792	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded advapi32.dll (C:\Windows\SYSTEM32\advapi32.dll) Size 712704 Offset 140737157332992	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded - (-) Size 126976 Offset 140737138327552	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 628 services.exe Loaded bcryptPrimitives.dll (C:\Windows\SYSTEM32\bcryptPrimitives.dll) Size 532480 Offset 140737143832576	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded lsass.exe (C:\Windows\system32\lsass.exe) Size 73728 Offset 140703048531968	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2064384 Offset 140737181974528	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 774144 Offset 140737153138688	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2940928 Offset 140737140883456	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1200128 Offset 140737173848064	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded lsasrv.dll (C:\Windows\system32\lsasrv.dll) Size 1695744 Offset 140737134133248	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1048576 Offset 140737139441664	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded WS2_32.dll (C:\Windows\System32\WS2_32.dll) Size 438272 Offset 140737156546560	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded SspiCli.dll (C:\Windows\system32\SspiCli.dll) Size 204800 Offset 140737137999872	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 638976 Offset 140737170243584	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded WLDAP32.dll (C:\Windows\System32\WLDAP32.dll) Size 352256 Offset 140737156153344	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded MSASN1.dll (C:\Windows\system32\MSASN1.dll) Size 73728 Offset 140737134002176	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded samsrv.dll (C:\Windows\SYSTEM32\samsrv.dll) Size 929792 Offset 140737133019136	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded bcrypt.dll (C:\Windows\System32\bcrypt.dll) Size 159744 Offset 140737140490240	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded CRYPT32.dll (C:\Windows\System32\CRYPT32.dll) Size 1400832 Offset 140737144422400	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded ncrypt.dll (C:\Windows\system32\ncrypt.dll) Size 159744 Offset 140737132822528	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded NTASN1.dll (C:\Windows\system32\NTASN1.dll) Size 241664 Offset 140737132560384	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded Wldp.dll (C:\Windows\system32\Wldp.dll) Size 196608 Offset 140737132363776	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140737176010752	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded advapi32.dll (C:\Windows\System32\advapi32.dll) Size 712704 Offset 140737157332992	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded bcryptprimitives.dll (C:\Windows\System32\bcryptprimitives.dll) Size 532480 Offset 140737143832576	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded msprivs.DLL (C:\Windows\system32\msprivs.DLL) Size 12288 Offset 2047381602304	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded netprovfw.dll (C:\Windows\SYSTEM32\netprovfw.dll) Size 90112 Offset 140737132232704	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded JOINUTIL.DLL (C:\Windows\system32\JOINUTIL.DLL) Size 176128 Offset 140737132036096	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded negoexts.DLL (C:\Windows\system32\negoexts.DLL) Size 155648 Offset 140737131839488	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded CRYPTBASE.dll (C:\Windows\system32\CRYPTBASE.dll) Size 49152 Offset 140737131773952	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded CRYPTSP.dll (C:\Windows\system32\CRYPTSP.dll) Size 98304 Offset 140737131642880	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded kerberos.DLL (C:\Windows\system32\kerberos.DLL) Size 1146880 Offset 140737130463232	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded msvcp_win.dll (C:\Windows\System32\msvcp_win.dll) Size 643072 Offset 140737145864192	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded KerbClientShared.dll (C:\Windows\system32\KerbClientShared.dll) Size 212992 Offset 140737130201088	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded cryptdll.dll (C:\Windows\system32\cryptdll.dll) Size 86016 Offset 140737130070016	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded mswsock.dll (C:\Windows\system32\mswsock.dll) Size 434176 Offset 140737129611264	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded msv1_0.DLL (C:\Windows\system32\msv1_0.DLL) Size 565248 Offset 140737129021440	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded NtlmShared.dll (C:\Windows\system32\NtlmShared.dll) Size 81920 Offset 140737128890368	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded netlogon.DLL (C:\Windows\system32\netlogon.DLL) Size 909312 Offset 140737127972864	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded powrprof.dll (C:\Windows\SYSTEM32\powrprof.dll) Size 307200 Offset 140737137475584	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded USERENV.dll (C:\Windows\system32\USERENV.dll) Size 188416 Offset 140737137803264	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded gmsaclient.dll (C:\Windows\system32\gmsaclient.dll) Size 57344 Offset 140737127907328	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded logoncli.dll (C:\Windows\system32\logoncli.dll) Size 274432 Offset 140737127579648	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded netutils.dll (C:\Windows\system32\netutils.dll) Size 49152 Offset 140737127514112	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded DNSAPI.dll (C:\Windows\system32\DNSAPI.dll) Size 827392 Offset 140737126662144	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded IPHLPAPI.DLL (C:\Windows\SYSTEM32\IPHLPAPI.DLL) Size 241664 Offset 140737126400000	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded NSI.dll (C:\Windows\System32\NSI.dll) Size 32768 Offset 140737156087808	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded UMPDC.dll (C:\Windows\system32\UMPDC.dll) Size 73728 Offset 140737137344512	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded tspkg.DLL (C:\Windows\system32\tspkg.DLL) Size 180224 Offset 140737126203392	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded pku2u.DLL (C:\Windows\system32\pku2u.DLL) Size 339968 Offset 140737125810176	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded cloudAP.DLL (C:\Windows\system32\cloudAP.DLL) Size 618496 Offset 140737125154816	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded profapi.dll (C:\Windows\system32\profapi.dll) Size 126976 Offset 140737138327552	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded aadcloudap.dll (C:\Windows\SYSTEM32\aadcloudap.dll) Size 1024000 Offset 140737124106240	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded - (-) Size 3489792 Offset 140737148878848	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded - (-) Size 102400 Offset 140737123975168	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded msvcp110_win.dll (C:\Windows\SYSTEM32\msvcp110_win.dll) Size 565248 Offset 140737123385344	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded MicrosoftAccountCloudAP.dll (C:\Windows\SYSTEM32\MicrosoftAccountCloudAP.dll) Size 303104 Offset 140737123057664	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded - (-) Size 40960 Offset 140737136164864	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded rsaenh.dll (C:\Windows\system32\rsaenh.dll) Size 212992 Offset 140737122795520	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded wdigest.DLL (C:\Windows\system32\wdigest.DLL) Size 245760 Offset 140737122533376	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded schannel.DLL (C:\Windows\system32\schannel.DLL) Size 622592 Offset 140737121878016	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded efslsaext.dll (C:\Windows\system32\efslsaext.dll) Size 114688 Offset 140737121746944	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded - (-) Size 708608 Offset 140737159168000	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded dpapisrv.dll (C:\Windows\system32\dpapisrv.dll) Size 294912 Offset 140737121419264	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded SspiSrv.dll (C:\Windows\SYSTEM32\SspiSrv.dll) Size 49152 Offset 140737121353728	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded KDCPW.DLL (C:\Windows\system32\KDCPW.DLL) Size 49152 Offset 140737120632832	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded scecli.DLL (C:\Windows\system32\scecli.DLL) Size 372736 Offset 140737120239616	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 636 lsass.exe Loaded winsta.dll (C:\Windows\SYSTEM32\winsta.dll) Size 368640 Offset 140737136230400	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded svchost.exe (C:\Windows\system32\svchost.exe) Size 65536 Offset 140695279501312	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded ntdll.dll (C:\Windows\SYSTEM32\ntdll.dll) Size 2064384 Offset 140737181974528	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded KERNEL32.DLL (C:\Windows\System32\KERNEL32.DLL) Size 774144 Offset 140737153138688	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded KERNELBASE.dll (C:\Windows\System32\KERNELBASE.dll) Size 2940928 Offset 140737140883456	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded sechost.dll (C:\Windows\System32\sechost.dll) Size 638976 Offset 140737170243584	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded RPCRT4.dll (C:\Windows\System32\RPCRT4.dll) Size 1200128 Offset 140737173848064	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded ucrtbase.dll (C:\Windows\System32\ucrtbase.dll) Size 1048576 Offset 140737139441664	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded umpnpmgr.dll (c:\windows\system32\umpnpmgr.dll) Size 151552 Offset 140737118011392	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded msvcrt.dll (C:\Windows\System32\msvcrt.dll) Size 647168 Offset 140737176010752	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded WLDP.DLL (C:\Windows\SYSTEM32\WLDP.DLL) Size 196608 Offset 140737132363776	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded advapi32.dll (C:\Windows\System32\advapi32.dll) Size 712704 Offset 140737157332992	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded umpo.dll (c:\windows\system32\umpo.dll) Size 204800 Offset 140737117749248	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded UMPDC.dll (c:\windows\system32\UMPDC.dll) Size 73728 Offset 140737137344512	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded slc.dll (C:\Windows\SYSTEM32\slc.dll) Size 167936 Offset 140737117552640	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
DllList	DLL Load: Process 764 svchost.exe Loaded sppc.dll (c:\windows\system32\sppc.dll) Size 151552 Offset 140737117356032	2024-07-04 10:44:50.000000 UTC	N/A	N/A	N/A
