Volatility 3 Framework 2.26.2

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
588	winlogon.exe	0xc90c064828a0	0x15c	ALPC Port	0x1f0001	WMsgKRpc0AC9A1
588	winlogon.exe	0xc90c071f8a60	0x160	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c071f8b40	0x164	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c071ec760	0x168	Event	0x1f0003	-
588	winlogon.exe	0xc90c071f81c0	0x16c	IoCompletion	0x1f0003	-
588	winlogon.exe	0xa00e86c289a0	0x170	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\POLICIES\SYSTEM
588	winlogon.exe	0xc90c069a5790	0x174	WindowStation	0xf037f	WinSta0
588	winlogon.exe	0xc90c071f88a0	0x178	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c0357a040	0x180	Thread	0x1fffff	Tid 5124 Pid 588
588	winlogon.exe	0xc90c070ddd90	0x184	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c071e44b0	0x188	Desktop	0xf01ff	Winlogon
588	winlogon.exe	0xc90c07cafca0	0x18c	File	0x100001	\Device\KsecDD
588	winlogon.exe	0xc90c069a5790	0x190	WindowStation	0xf037f	WinSta0
588	winlogon.exe	0xc90c071ec160	0x194	Event	0x1f0003	-
588	winlogon.exe	0xa00e853121a0	0x198	Key	0x20019	USER\.DEFAULT\CONTROL PANEL\INTERNATIONAL
588	winlogon.exe	0xc90c071e5240	0x19c	Desktop	0xf01ff	Disconnect
588	winlogon.exe	0xc90c071e5620	0x1a0	Desktop	0xf01ff	Default
588	winlogon.exe	0xc90c03c1a250	0x1a4	Event	0x1f0003	BootShellComplete
588	winlogon.exe	0xc90c071f8d00	0x1a8	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c03c0e630	0x1ac	Event	0x100000	TermSrvReadyEvent
588	winlogon.exe	0xc90c07ca5460	0x1b0	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bcd9e0	0x1b8	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bbfde0	0x1bc	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bbffe0	0x1c0	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07badce0	0x1c4	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c07bcd4a0	0x1c8	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bc2ee0	0x1d0	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bc2fe0	0x1d4	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bc20e0	0x1d8	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bc2160	0x1dc	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bd96e0	0x1e0	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bd9760	0x1e4	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bd9160	0x1e8	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bd9960	0x1ec	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bce700	0x1f0	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bceb60	0x1f4	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca5e00	0x1f8	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bce9a0	0x1fc	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bcea80	0x200	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bcec40	0x204	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bd9ee0	0x208	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bd97e0	0x20c	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07bd9860	0x210	Event	0x1f0003	-
588	winlogon.exe	0xc90c07bc6600	0x214	File	0x100003	\Device\KsecDD
588	winlogon.exe	0xc90c07bce8c0	0x218	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bced20	0x21c	EtwRegistration	0x804	-
588	winlogon.exe	0xa00e85315f40	0x220	Key	0xf003f	USER
588	winlogon.exe	0xc90c07bc7a50	0x224	File	0x100001	\Device\CNG
588	winlogon.exe	0xc90c07be1c20	0x228	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be2860	0x22c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be2240	0x230	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be2780	0x234	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bd9a60	0x238	Event	0x1f0003	-
588	winlogon.exe	0xc90c07be1b40	0x23c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bc8860	0x240	File	0x100080	\Device\Nsi
588	winlogon.exe	0xa00e858050c0	0x244	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES
588	winlogon.exe	0xa00e85804a60	0x248	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP6\PARAMETERS\INTERFACES
588	winlogon.exe	0xc90c07be1a60	0x24c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be2be0	0x250	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be2160	0x254	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be2940	0x258	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be1600	0x25c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07be11a0	0x260	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07bd0150	0x264	Mutant	0x1f0001	SM0:588:120:WilError_03
588	winlogon.exe	0xc90c03c20150	0x268	Semaphore	0x1f0003	SM0:588:120:WilError_03_p0
588	winlogon.exe	0xc90c03c20970	0x26c	Semaphore	0x1f0003	SM0:588:120:WilError_03_p0h
588	winlogon.exe	0xc90c07ca5a80	0x270	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ccf4e0	0x274	Event	0x1f0003	-
588	winlogon.exe	0xa00e85804400	0x278	Key	0x8	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION
588	winlogon.exe	0xc90c07be1440	0x27c	EtwRegistration	0x804	-
588	winlogon.exe	0xa00e85809900	0x280	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS
588	winlogon.exe	0xc90c03462ce0	0x284	ALPC Port	0x1f0001	-
588	winlogon.exe	0xa00e8598c1d0	0x288	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\GPCLIENT
588	winlogon.exe	0xc90c07ca8480	0x28c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca5ee0	0x290	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca6960	0x294	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07c1ad90	0x298	ALPC Port	0x1f0001	-
588	winlogon.exe	0xa00e85928930	0x29c	Section	0x4	ThemeSection
588	winlogon.exe	0xc90c07ca6c00	0x2a0	EtwRegistration	0x804	-
588	winlogon.exe	0xa00e8592ad30	0x2a4	Section	0x4	Theme1776802844
588	winlogon.exe	0xc90c07c05ab0	0x2a8	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xa00e8592a670	0x2ac	Section	0x4	Theme3891399568
588	winlogon.exe	0xc90c07ca73e0	0x2b0	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ccf4e0	0x2b4	Event	0x2	-
588	winlogon.exe	0xc90c07ca74c0	0x2b8	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca7760	0x2bc	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca8100	0x2c0	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca8640	0x2c4	IoCompletion	0x1f0003	-
588	winlogon.exe	0xc90c07c42910	0x2cc	IRTimer	0x100002	-
588	winlogon.exe	0xc90c07c062d0	0x2d0	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c07c41c50	0x2d4	IRTimer	0x100002	-
588	winlogon.exe	0xc90c07c055d0	0x2d8	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c0351ea80	0x2dc	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c08717960	0x2e0	Event	0x1f0003	-
588	winlogon.exe	0xc90c07d5f070	0x2e4	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c035adb00	0x2e8	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c07f24280	0x2ec	Event	0x1f0003	ThemesStartEvent
588	winlogon.exe	0xa00e8591e060	0x2f0	Token	0xb	-
588	winlogon.exe	0xc90c07f6e5c0	0x2f4	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c07ca0080	0x300	Process	0x1fffff	dwm.exe Pid 956
588	winlogon.exe	0xc90c07ca9600	0x304	IoCompletion	0x1f0003	-
588	winlogon.exe	0xc90c07cd1760	0x308	Event	0x1f0003	-
588	winlogon.exe	0xc90c07c067b0	0x30c	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c07cd0660	0x310	Event	0x1f0003	-
588	winlogon.exe	0xc90c07c42b30	0x318	IRTimer	0x1f0003	-
588	winlogon.exe	0xc90c07c96d00	0x31c	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c07ca8720	0x320	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07cd0760	0x324	Event	0x1f0003	-
588	winlogon.exe	0xc90c07cd0560	0x328	Event	0x1f0003	-
588	winlogon.exe	0xc90c07cd08e0	0x32c	Event	0x1f0003	-
588	winlogon.exe	0xc90c07cd0de0	0x330	Event	0x1f0003	-
588	winlogon.exe	0xc90c07cd0b60	0x334	Event	0x1f0003	-
588	winlogon.exe	0xc90c07cd0e60	0x338	Event	0x1f0003	-
588	winlogon.exe	0xc90c07cd0fe0	0x340	Event	0x1f0003	-
588	winlogon.exe	0xc90c07c9d080	0x344	Thread	0x1fffff	Tid 948 Pid 588
588	winlogon.exe	0xc90c07ca8800	0x34c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07ca6ce0	0x350	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07d756a0	0x354	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07d65a80	0x358	ALPC Port	0x1f0001	-
588	winlogon.exe	0xa00e8598ce90	0x368	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\PROFILES
588	winlogon.exe	0xa00e8598b400	0x36c	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\SENS
588	winlogon.exe	0xa00e8598cc70	0x370	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\SESSIONENV
588	winlogon.exe	0xa00e8598b0d0	0x374	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\TERMSRV
588	winlogon.exe	0xc90c08689ee0	0x378	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\user32.dll.mui
588	winlogon.exe	0xc90c07db3790	0x37c	ALPC Port	0x1f0001	-
588	winlogon.exe	0xa00e86cd3060	0x380	Token	0xf01ff	-
588	winlogon.exe	0xc90c09c2fce0	0x384	Event	0x1f0003	-
588	winlogon.exe	0xc90c08717e60	0x38c	Event	0x1f0003	-
588	winlogon.exe	0xc90c08717de0	0x394	Semaphore	0x100003	-
588	winlogon.exe	0xc90c07fa4210	0x398	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07fa3870	0x39c	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07fa3250	0x3a0	EtwRegistration	0x804	-
588	winlogon.exe	0xc90c07fa3b10	0x3a4	EtwRegistration	0x804	-
588	winlogon.exe	0xa00e85be27e0	0x3a8	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\CRYPT32
588	winlogon.exe	0xc90c07fc5860	0x3ac	Event	0x1f0003	-
588	winlogon.exe	0xc90c07f73220	0x3b0	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c07fa3dc0	0x3b4	IoCompletion	0x1f0003	-
588	winlogon.exe	0xc90c03588d20	0x3b8	TpWorkerFactory	0xf00ff	-
588	winlogon.exe	0xc90c03efae50	0x3bc	IRTimer	0x100002	-
588	winlogon.exe	0xc90c07f73490	0x3c0	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c034b01b0	0x3c4	IRTimer	0x100002	-
588	winlogon.exe	0xc90c07f72ad0	0x3c8	WaitCompletionPacket	0x1	-
588	winlogon.exe	0xc90c07fa3330	0x3cc	EtwRegistration	0x804	-
588	winlogon.exe	0xa00e859f1060	0x3d0	Token	0xf01ff	-
588	winlogon.exe	0xc90c0823a7c0	0x3d4	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c08717be0	0x3d8	Semaphore	0x100003	-
588	winlogon.exe	0xc90c069ea790	0x3dc	ALPC Port	0x1f0001	-
588	winlogon.exe	0xc90c083a3a80	0x3e0	ALPC Port	0x1f0001	-
588	winlogon.exe	0xa00e87bf5ee0	0x3e8	Key	0xf003f	USER\S-1-5-21-3274565340-3808842250-3617890653-1001
588	winlogon.exe	0xa00e86c2c410	0x3f4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
588	winlogon.exe	0xa00e86c2c630	0x3fc	Key	0xf003f	USER\S-1-5-21-3274565340-3808842250-3617890653-1001
628	services.exe	0xc90c071eede0	0x4	Event	0x1f0003	-
628	services.exe	0xc90c071eee60	0x8	Event	0x1f0003	-
628	services.exe	0xc90c070cc3c0	0xc	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c071f9240	0x10	IoCompletion	0x1f0003	-
628	services.exe	0xc90c069e4870	0x14	TpWorkerFactory	0xf00ff	-
628	services.exe	0xc90c071c61b0	0x18	IRTimer	0x100002	-
628	services.exe	0xc90c070cc220	0x1c	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c071c7b30	0x20	IRTimer	0x100002	-
628	services.exe	0xc90c070cd260	0x24	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c071f9400	0x28	EtwRegistration	0x804	-
628	services.exe	0xc90c071f8c20	0x2c	EtwRegistration	0x804	-
628	services.exe	0xc90c071f96a0	0x30	EtwRegistration	0x804	-
628	services.exe	0xc90c071fb6b0	0x34	File	0x100020	\Device\HarddiskVolume3\Windows\System32
628	services.exe	0xc90c071eef60	0x38	Event	0x1f0003	-
628	services.exe	0xc90c071eeee0	0x3c	Event	0x1f0003	-
628	services.exe	0xc90c071f9780	0x40	EtwRegistration	0x804	-
628	services.exe	0xc90c071f4850	0x44	Mutant	0x1f0001	SM0:628:304:WilStaging_02
628	services.exe	0xc90c070dcd90	0x48	ALPC Port	0x1f0001	-
628	services.exe	0xa00e82ff0a20	0x4c	Directory	0xf	BaseNamedObjects
628	services.exe	0xc90c03c1a9d0	0x50	Semaphore	0x1f0003	SM0:628:304:WilStaging_02_p0
628	services.exe	0xc90c03c1a110	0x54	Semaphore	0x1f0003	SM0:628:304:WilStaging_02_p0h
628	services.exe	0xc90c071f9860	0x58	EtwRegistration	0x804	-
628	services.exe	0xc90c071f8360	0x5c	EtwRegistration	0x804	-
628	services.exe	0xc90c071f9f60	0x60	EtwRegistration	0x804	-
628	services.exe	0xc90c071f9cc0	0x64	IoCompletion	0x1f0003	-
628	services.exe	0xc90c069e45c0	0x68	TpWorkerFactory	0xf00ff	-
628	services.exe	0xc90c071c7e60	0x6c	IRTimer	0x100002	-
628	services.exe	0xc90c070cc490	0x70	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c071c60a0	0x74	IRTimer	0x100002	-
628	services.exe	0xc90c070cd400	0x78	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c07a525c0	0x7c	EtwRegistration	0x804	-
628	services.exe	0xc90c07a510c0	0x80	EtwRegistration	0x804	-
628	services.exe	0xc90c07a516e0	0x84	EtwRegistration	0x804	-
628	services.exe	0xa00e853123c0	0x88	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
628	services.exe	0xc90c07a518a0	0x8c	EtwRegistration	0x804	-
628	services.exe	0xc90c07a52780	0x90	EtwRegistration	0x804	-
628	services.exe	0xc90c07a51600	0x94	EtwRegistration	0x804	-
628	services.exe	0xc90c07a52160	0x98	EtwRegistration	0x804	-
628	services.exe	0xc90c07a52240	0x9c	EtwRegistration	0x804	-
628	services.exe	0xc90c071faee0	0xa0	File	0x120089	\Device\DeviceApi\CMApi
628	services.exe	0xa00e85310710	0xa4	Key	0xf003f	MACHINE
628	services.exe	0xc90c07a51ec0	0xa8	EtwRegistration	0x804	-
628	services.exe	0xc90c07a52860	0xac	EtwRegistration	0x804	-
628	services.exe	0xc90c07a52320	0xb0	EtwRegistration	0x804	-
628	services.exe	0xa00e853f8120	0xb4	Token	0x2a	-
628	services.exe	0xc90c03c1c730	0xb8	Event	0x1f0003	SC_AutoStartComplete
628	services.exe	0xc90c071efa60	0xbc	Event	0x1f0003	-
628	services.exe	0xc90c070ce510	0xc0	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c03c1c690	0xc4	Event	0x1f0003	SC_AutoStartPhase1Done
628	services.exe	0xa00e853113d0	0xc8	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\ORDER
628	services.exe	0xc90c071efce0	0xcc	Event	0x1f0003	-
628	services.exe	0xc90c03c1b0b0	0xd0	Event	0x1f0003	SvcctrlStartEvent_A3752DX
628	services.exe	0xc90c07a51d00	0xd4	IoCompletion	0x1f0003	-
628	services.exe	0xc90c069e3c10	0xd8	TpWorkerFactory	0xf00ff	-
628	services.exe	0xc90c067ddc40	0xdc	IRTimer	0x100002	-
628	services.exe	0xc90c070cd4d0	0xe0	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c067dc920	0xe4	IRTimer	0x100002	-
628	services.exe	0xc90c070ce850	0xe8	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c071efae0	0xec	Semaphore	0x100003	-
628	services.exe	0xc90c071effe0	0xf0	Semaphore	0x100003	-
628	services.exe	0xc90c071efd60	0xf4	Semaphore	0x100003	-
628	services.exe	0xc90c071ef4e0	0xf8	Semaphore	0x100003	-
628	services.exe	0xa00e85311b40	0xfc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SERVICEGROUPORDER
628	services.exe	0xc90c07bc5340	0x100	File	0x100001	\Device\HarddiskVolume3\Windows\ServiceState
628	services.exe	0xa00e85311920	0x104	Key	0x2001d	MACHINE\SYSTEM\CONTROLSET001\SERVICES
628	services.exe	0xa00e853137f0	0x108	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
628	services.exe	0xc90c07bcc240	0x10c	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcc5c0	0x110	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcc780	0x114	EtwRegistration	0x804	-
628	services.exe	0xc90c07bc0360	0x118	Event	0x1f0003	-
628	services.exe	0xc90c09d76e40	0x11c	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c07bc1360	0x128	Event	0x1f0003	-
628	services.exe	0xc90c07bc1160	0x12c	Event	0x1f0003	-
628	services.exe	0xc90c07bc1d60	0x130	Event	0x1f0003	-
628	services.exe	0xc90c06695d80	0x134	ALPC Port	0x1f0001	ntsvcs
628	services.exe	0xc90c07bc3bd0	0x138	File	0x100000	\Device\NamedPipe\ntsvcs
628	services.exe	0xc90c07bc43a0	0x13c	File	0x12019f	\Device\NamedPipe\ntsvcs
628	services.exe	0xc90c07bc3270	0x140	File	0x12019f	\Device\NamedPipe\ntsvcs
628	services.exe	0xc90c07be8040	0x144	Thread	0x1fffff	Tid 9824 Pid 628
628	services.exe	0xc90c07bcd660	0x148	EtwRegistration	0x804	-
628	services.exe	0xa00e853126f0	0x14c	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
628	services.exe	0xc90c07bc1ae0	0x150	Event	0x1f0003	-
628	services.exe	0xa00e853146d0	0x154	Key	0x20019	USER\.DEFAULT\CONTROL PANEL\INTERNATIONAL
628	services.exe	0xc90c07bcc860	0x158	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcbde0	0x15c	EtwRegistration	0x804	-
628	services.exe	0xc90c07bccb00	0x160	EtwRegistration	0x804	-
628	services.exe	0xc90c07bc1be0	0x164	Semaphore	0x100003	-
628	services.exe	0xc90c07bc1ee0	0x168	Semaphore	0x100003	-
628	services.exe	0xc90c07bc3720	0x16c	File	0x12019f	\Device\KsecDD
628	services.exe	0xc90c07155a80	0x170	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07bc7be0	0x174	File	0x12019f	\Device\NamedPipe\scerpc
628	services.exe	0xc90c07bc6dd0	0x178	File	0x100000	\Device\NamedPipe\scerpc
628	services.exe	0xc90c07bc7730	0x17c	File	0x12019f	\Device\NamedPipe\scerpc
628	services.exe	0xc90c07bc15e0	0x180	Semaphore	0x100003	-
628	services.exe	0xc90c07bc1960	0x184	Semaphore	0x100003	-
628	services.exe	0xc90c07bcd2e0	0x188	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcccc0	0x18c	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcd580	0x198	EtwRegistration	0x804	-
628	services.exe	0xc90c07bce380	0x1a0	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcd740	0x1a4	EtwRegistration	0x804	-
628	services.exe	0xc90c07bce7e0	0x1a8	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcdc80	0x1ac	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcd900	0x1b0	EtwRegistration	0x804	-
628	services.exe	0xc90c07bccda0	0x1b4	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcdac0	0x1b8	EtwRegistration	0x804	-
628	services.exe	0xc90c07bcce80	0x1bc	EtwRegistration	0x804	-
628	services.exe	0xc90c07bc29e0	0x1c0	Semaphore	0x1f0003	-
628	services.exe	0xc90c07bd93e0	0x1c4	Event	0x1f0003	-
628	services.exe	0xc90c07bd9360	0x1c8	Event	0x1f0003	-
628	services.exe	0xc90c07bd9c60	0x1cc	Event	0x1f0003	-
628	services.exe	0xc90c07bd90e0	0x1d0	Event	0x1f0003	-
628	services.exe	0xa00e85803740	0x1d4	Directory	0xf000f	WUDF
628	services.exe	0xc90c07be2080	0x1d8	IoCompletion	0x1f0003	-
628	services.exe	0xc90c069e2cc0	0x1dc	TpWorkerFactory	0xf00ff	-
628	services.exe	0xc90c07a4e920	0x1e0	IRTimer	0x100002	-
628	services.exe	0xc90c03af3f90	0x1e4	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c07a4f800	0x1e8	IRTimer	0x100002	-
628	services.exe	0xc90c03af4e30	0x1ec	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c07bd95e0	0x1f0	Event	0x1f0003	-
628	services.exe	0xc90c07bd9660	0x1f4	Event	0x1f0003	-
628	services.exe	0xc90c07bd9de0	0x1f8	Event	0x1f0003	-
628	services.exe	0xc90c07bd9fe0	0x1fc	Event	0x1f0003	-
628	services.exe	0xc90c071ff330	0x200	Timer	0x1f0003	-
628	services.exe	0xc90c07bd98e0	0x204	Event	0x1f0003	-
628	services.exe	0xc90c07bb0d70	0x208	ALPC Port	0x1f0001	ProcessManagement
628	services.exe	0xc90c07bd9ae0	0x20c	Event	0x1f0003	-
628	services.exe	0xc90c07be50c0	0x210	Thread	0x1fffff	Tid 736 Pid 628
628	services.exe	0xc90c0963fb50	0x214	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07a4e4e0	0x218	IRTimer	0x100002	-
628	services.exe	0xc90c07c03960	0x220	WaitCompletionPacket	0x1	-
628	services.exe	0xa00e82dd5970	0x224	Token	0xf01ff	-
628	services.exe	0xc90c080c12d0	0x22c	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07baace0	0x234	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07be16e0	0x23c	EtwRegistration	0x804	-
628	services.exe	0xc90c0651b900	0x240	ALPC Port	0x1f0001	-
628	services.exe	0xc90c0871cfe0	0x244	Event	0x1f0003	-
628	services.exe	0xc90c07be10c0	0x248	EtwRegistration	0x804	-
628	services.exe	0xc90c07bf84c0	0x24c	IoCompletion	0x1f0003	-
628	services.exe	0xc90c07bc70f0	0x250	File	0x100001	\Device\CNG
628	services.exe	0xa00e85315b00	0x254	Key	0xf003f	USER
628	services.exe	0xc90c07bc6c40	0x258	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\services.exe.mui
628	services.exe	0xc90c07bef240	0x25c	Process	0x1fffff	svchost.exe Pid 764
628	services.exe	0xa00e8948b9f0	0x260	Token	0xf01ff	-
628	services.exe	0xc90c07bd9b60	0x264	Event	0x1f0003	-
628	services.exe	0xc90c07be1980	0x268	EtwRegistration	0x804	-
628	services.exe	0xc90c07c03210	0x26c	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c0a7031e0	0x270	Event	0x1f0003	-
628	services.exe	0xc90c0728f8f0	0x274	TpWorkerFactory	0xf00ff	-
628	services.exe	0xc90c07a4fc40	0x278	IRTimer	0x100002	-
628	services.exe	0xc90c07c02440	0x27c	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c0ac886e0	0x280	Event	0x1f0003	-
628	services.exe	0xa00e85aa6060	0x288	Token	0xf01ff	-
628	services.exe	0xa00e85807920	0x28c	Key	0x2001f	USER\S-1-5-20
628	services.exe	0xc90c08483a80	0x290	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07c68dd0	0x294	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07c6f2c0	0x298	Process	0x1fffff	svchost.exe Pid 872
628	services.exe	0xc90c07cedce0	0x29c	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07bdcce0	0x2a0	Event	0x1f0003	-
628	services.exe	0xc90c08ee8080	0x2a4	Process	0x1fffff	svchost.exe Pid 7792
628	services.exe	0xc90c07c04c10	0x2a8	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c07280900	0x2ac	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07c0e5a0	0x2b0	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c065032d0	0x2b4	ALPC Port	0x1f0001	-
628	services.exe	0xa00e8598dc60	0x2bc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\DSMSVC
628	services.exe	0xc90c07c0b340	0x2c8	WaitCompletionPacket	0x1	-
628	services.exe	0xc90c07d63a80	0x2cc	ALPC Port	0x1f0001	-
628	services.exe	0xa00e82de0060	0x2d0	Token	0xf01ff	-
628	services.exe	0xc90c07d62740	0x2d4	ALPC Port	0x1f0001	-
628	services.exe	0xc90c092e2080	0x2d8	Process	0x1fffff	svchost.exe Pid 832
628	services.exe	0xa00e859905d0	0x2e0	Key	0x2001f	USER\S-1-5-19
628	services.exe	0xc90c08907be0	0x2e4	Semaphore	0x100003	-
628	services.exe	0xc90c07d0a740	0x2e8	ALPC Port	0x1f0001	-
628	services.exe	0xc90c07d3e240	0x2ec	Process	0x1fffff	svchost.exe Pid 440
628	services.exe	0xc90c07cd52e0	0x2f0	Event	0x1f0003	-
628	services.exe	0xc90c08759300	0x2f4	Process	0x1fffff	svchost.exe Pid 3252
628	services.exe	0xa00e85ad2e70	0x2f8	Key	0x2001f	USER\S-1-5-19
628	services.exe	0xa00e82ddd060	0x2fc	Token	0xf01ff	-
